update,env_steps,wall_s,sps,ep_mean100,ep_max,len_mean,wall%,self%,cap%,win%,pi_loss,v_loss,entropy,clipfrac,explvar,lr,doomed%,ep_doomed%
37,4849664,481.0,10853,58.77,74.0,61.77,0.1,8.1,91.7,0.0,-0.0004,0.001,0.0997,0.0039,0.563,0.000118,0.07,28.0
38,4980736,492.1,11764,61.53,74.0,64.53,0.1,6.2,93.7,0.0,-0.0005,0.002,0.1386,0.0059,0.447,0.000113,0.08,31.2
39,5111808,502.4,12775,61.53,74.0,64.53,0.1,6.2,93.7,0.0,-0.0005,0.001,0.1451,0.0075,0.415,0.000108,0.08,31.2
40,5242880,512.7,12699,61.53,74.0,64.53,0.1,6.2,93.7,0.0,-0.0005,0.001,0.1338,0.0055,0.43,0.000103,0.08,31.2
41,5373952,549.5,12638,61.53,74.0,64.53,0.1,6.2,93.7,0.0,-0.0003,0.001,0.1263,0.0031,0.426,9.8e-05,0.07,31.2
42,5505024,560.3,12205,61.4,74.0,64.4,0.1,6.3,93.6,0.0,-0.0003,0.001,0.122,0.0023,0.413,9.4e-05,0.07,31.3
43,5636096,571.7,11482,61.4,74.0,64.4,0.1,6.3,93.6,0.0,-0.0003,0.001,0.1159,0.0032,0.414,8.9e-05,0.07,31.3
44,5767168,583.2,11379,60.41,74.0,63.41,0.1,6.5,93.4,0.0,-0.0004,0.001,0.1097,0.0041,0.424,8.4e-05,0.07,31.2
45,5898240,595.2,10942,58.9,74.0,61.9,0.1,6.8,93.1,0.0,-0.0003,0.001,0.1047,0.0038,0.431,7.9e-05,0.08,31.2
46,6029312,607.1,10994,58.08,73.0,61.08,0.1,7.1,92.8,0.0,-0.0003,0.001,0.0986,0.0039,0.47,7.4e-05,0.08,31.2
47,6160384,619.3,10754,56.75,73.0,59.75,0.1,7.4,92.5,0.0,-0.0003,0.001,0.0963,0.0035,0.481,6.9e-05,0.08,31.3
48,6291456,631.4,10834,58.4,73.0,61.4,0.1,8.3,91.5,0.0,-0.0003,0.001,0.096,0.0029,0.505,6.4e-05,0.08,31.6
49,6422528,643.7,10643,60.45,82.0,63.45,0.2,8.8,91.0,0.0,-0.0003,0.001,0.0947,0.0025,0.559,5.9e-05,0.08,31.9
50,6553600,655.7,10977,63.06,73.0,66.06,0.1,7.6,92.3,0.0,-0.0002,0.002,0.0948,0.0017,0.466,5.4e-05,0.09,32.9
51,6684672,694.1,13275,63.06,73.0,66.06,0.1,7.6,92.3,0.0,-0.0006,0.001,0.1509,0.0052,0.439,4.9e-05,0.09,32.9
52,6815744,704.3,12838,63.06,73.0,66.06,0.1,7.6,92.3,0.0,-0.0004,0.001,0.1328,0.0062,0.459,4.4e-05,0.09,32.9
53,6946816,714.9,12446,63.06,73.0,66.06,0.1,7.6,92.3,0.0,-0.0004,0.001,0.1254,0.0033,0.471,3.9e-05,0.09,32.9
54,7077888,725.8,12010,62.88,73.0,65.88,0.1,7.6,92.3,0.0,-0.0002,0.001,0.1227,0.0012,0.437,3.5e-05,0.08,33.0
55,7208960,736.8,11880,62.71,73.0,65.71,0.1,7.6,92.2,0.0,-0.0002,0.001,0.1177,0.0021,0.425,3e-05,0.08,33.0
56,7340032,748.1,11640,62.18,72.0,65.18,0.1,7.7,92.2,0.0,-0.0001,0.001,0.1098,0.0013,0.428,2.5e-05,0.08,32.9
57,7471104,759.7,11289,61.15,74.0,64.15,0.1,7.8,92.0,0.0,-0.0001,0.001,0.1043,0.0002,0.443,2e-05,0.08,32.9
58,7602176,771.3,11298,60.6,74.0,63.6,0.1,8.0,91.9,0.0,-0.0001,0.001,0.1008,0.0004,0.454,1.5e-05,0.08,33.0
59,7733248,783.1,11069,59.12,74.0,62.12,0.1,8.1,91.7,0.0,-0.0002,0.001,0.0964,0.0023,0.504,1.5e-05,0.09,33.1
60,7864320,795.0,11040,59.72,80.0,62.72,0.1,8.6,91.3,0.0,-0.0001,0.001,0.0942,0.0003,0.509,1.5e-05,0.09,33.2
61,7995392,834.5,10878,61.97,76.0,64.97,0.1,8.9,91.0,0.0,-0.0001,0.001,0.0953,0.0003,0.546,1.5e-05,0.09,33.5
62,8126464,846.9,10535,62.71,77.0,65.71,0.1,9.5,90.4,0.0,-0.0002,0.001,0.0965,0.0019,0.572,1.5e-05,0.09,33.6
